Date,Value
20160902,3.58688
20160901,3.61124
20160831,3.62176
20160830,3.60376
20160829,3.60354
20160826,3.60466
20160825,3.62825
20160824,3.62086
20160823,3.63204
20160822,3.57576
20160819,3.57263
20160818,3.53516
20160817,3.55148
20160816,3.58481
20160815,3.56668
20160812,3.57437
20160811,3.58004
20160810,3.64114
20160809,3.57372
20160808,3.6353
20160805,3.76346
20160804,3.73141
20160803,3.74663
20160802,3.8088
20160801,3.80887
20160729,3.80045
20160728,3.79355
20160727,3.81528
20160726,3.75294
20160725,3.77629
20160722,3.76626
20160721,3.76762
20160720,3.72329
20160719,3.71778
20160718,3.71838
20160715,3.72847
20160714,3.73317
20160713,3.73782
20160712,3.72668
20160711,3.68424
20160708,3.63624
20160707,3.5714
20160706,3.63374
20160705,3.69405
20160704,3.70855
20160701,3.66242
20160630,3.62274
20160629,3.5366
20160628,3.4607
20160627,3.56421
20160624,3.68212
20160623,3.6343
20160622,3.60976
20160621,3.58231
20160620,3.52264
20160617,3.48797
20160616,3.55415
20160615,3.56314
20160614,3.66484
20160613,3.69934
20160610,3.81576
20160609,3.8269
20160608,3.8524
20160607,3.82383
20160606,3.79799
20160603,3.82421
20160602,3.85106
20160601,3.84029
20160531,3.84599
20160530,3.82583
20160527,3.82617
20160526,3.83837
20160525,3.76982
20160524,3.71199
20160523,3.71639
20160520,3.67306
20160519,3.69178
20160518,3.69668
20160517,3.67797
20160513,3.64159
20160512,3.66994
20160511,3.68763
20160510,3.66364
20160509,3.60773
20160504,3.61963
20160503,3.65806
20160502,3.67624
20160429,3.70961
20160428,3.68839
20160427,3.66559
20160426,3.69974
20160425,3.72153
20160421,3.72876
20160420,3.75788
20160419,3.6982
20160418,3.67405
20160415,3.67528
20160414,3.64309
20160413,3.62816
20160412,3.65586
20160411,3.67474
20160408,3.66637
20160407,3.66457
20160406,3.63584
20160405,3.68642
20160404,3.63956
20160401,3.62492
20160331,3.64763
20160330,3.62763
20160329,3.64434
20160323,3.63582
